title,author,abstract,filename
Не найдено,Не найдено,Не найдено,preobr.tex
Не найдено,Не найдено,Не найдено,primer.tex
Не найдено,Не найдено,Не найдено,privalova.tex
Численно-аналитический подход к~вычислению интегралов при построении ортогональных моделей,"С.\,А.~Прохоров, И.\,М.~Куликовских",Не найдено,prokhorov.tex
Не найдено,Не найдено,Не найдено,prokofiev.tex
Не найдено,Не найдено,Не найдено,prosviryakov.tex
Не найдено,Не найдено,Не найдено,protasov.tex
Не найдено,Не найдено,Не найдено,PSTOKOL.TEX
Программный комплекс параллельного программирования Graphplus templet,"С.\,В.~Востокин, А.\,Р.~Хайрутдинов, В.\,Г.~Литвинов",Не найдено,public.tex
"Влияние структуры прессованной трубной заготовки из латуни 59Cu--3,5Mn--2,5Al--0,5Fe--0,4Ni

на~характер разрушения при~последующей горячей~штамповке","Н.\,Б.~Пугачева, А.\,В.~Лебедь",Не найдено,pugacheva.tex
Не найдено,Не найдено,Не найдено,rabinovich.tex
Не найдено,Не найдено,Не найдено,radayev.tex
